Term,Asymptomatic,Symptomatic
Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),4.0,6.0
Regulation Of Superoxide Anion Generation (GO:0032928),1.0,1.0
Regulation Of Supramolecular Fiber Organization (GO:1902903),8.0,7.0
Regulation Of Synapse Assembly (GO:0051963),1.0,2.0
Regulation Of Synapse Maturation (GO:0090128),2.0,2.0
"Regulation Of Synaptic Transmission, GABAergic (GO:0032228)",1.0,
"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",1.0,
Regulation Of Synaptic Vesicle Exocytosis (GO:2000300),3.0,3.0
Regulation Of T Cell Activation (GO:0050863),,3.0
Regulation Of T Cell Apoptotic Process (GO:0070232),1.0,3.0
Regulation Of T Cell Cytokine Production (GO:0002724),4.0,4.0
Regulation Of T Cell Differentiation (GO:0045580),5.0,5.0
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),4.0,2.0
Regulation Of T Cell Mediated Immunity (GO:0002709),,1.0
Regulation Of T Cell Proliferation (GO:0042129),1.0,3.0
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),1.0,3.0
Regulation Of T-Circle Formation (GO:1904429),3.0,3.0
Regulation Of T-helper 1 Cell Differentiation (GO:0045625),1.0,
Regulation Of T-helper 2 Cell Differentiation (GO:0045628),2.0,1.0
Regulation Of TOR Signaling (GO:0032006),8.0,10.0
Regulation Of TORC1 Signaling (GO:1903432),1.0,2.0
Regulation Of Tau-Protein Kinase Activity (GO:1902947),1.0,
Regulation Of Telomerase Activity (GO:0051972),14.0,14.0
Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872),12.0,9.0
Regulation Of Telomere Capping (GO:1904353),6.0,7.0
Regulation Of Telomere Maintenance (GO:0032204),8.0,7.0
Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904505),9.0,9.0
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),12.0,10.0
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356),5.0,5.0
Regulation Of Tetrapyrrole Biosynthetic Process (GO:1901463),2.0,
Regulation Of Tissue Remodeling (GO:0034103),,2.0
Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034135),,1.0
Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034139),2.0,3.0
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),,1.0
Regulation Of Trans-Synaptic Signaling (GO:0099177),1.0,
Regulation Of Transcription By RNA Polymerase I (GO:0006356),8.0,6.0
Regulation Of Transcription By RNA Polymerase II (GO:0006357),9.0,13.0
Regulation Of Transcription By RNA Polymerase III (GO:0006359),2.0,5.0
Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034243),3.0,7.0
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Hypoxia (GO:0061418),4.0,4.0
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0043618),4.0,4.0
Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260),2.0,6.0
Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle (GO:0000083),8.0,9.0
Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901836),7.0,3.0
Regulation Of Transcription Regulatory Region DNA Binding (GO:2000677),5.0,5.0
Regulation Of Transforming Growth Factor Beta Activation (GO:1901388),1.0,
Regulation Of Transforming Growth Factor Beta Production (GO:0071634),1.0,
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),9.0,10.0
Regulation Of Transforming Growth Factor Beta2 Production (GO:0032909),3.0,3.0
Regulation Of Translation (GO:0006417),10.0,8.0
Regulation Of Translational Initiation (GO:0006446),10.0,7.0
Regulation Of Transmembrane Transport (GO:0034762),5.0,5.0
Regulation Of Transmembrane Transporter Activity (GO:0022898),3.0,5.0
Regulation Of Transport (GO:0051049),5.0,7.0
Regulation Of Triglyceride Biosynthetic Process (GO:0010866),4.0,5.0
Regulation Of Triglyceride Catabolic Process (GO:0010896),,1.0
Regulation Of Tubulin Deacetylation (GO:0090043),3.0,7.0
Regulation Of Tumor Necrosis Factor Production (GO:0032680),1.0,5.0
Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903555),,1.0
Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),4.0,5.0
Regulation Of Type 2 Immune Response (GO:0002828),,1.0
Regulation Of Type B Pancreatic Cell Development (GO:2000074),1.0,1.0
Regulation Of Type I Interferon Production (GO:0032479),7.0,7.0
Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),4.0,5.0
Regulation Of Type II Interferon Production (GO:0032649),1.0,3.0
Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334),2.0,2.0
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),1.0,3.0
Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),6.0,5.0
Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),4.0,5.0
Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),6.0,7.0
Regulation Of Vacuole Organization (GO:0044088),3.0,2.0
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),2.0,3.0
Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),1.0,1.0
Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574),,1.0
Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947),1.0,3.0
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),,1.0
Regulation Of Vasculature Development (GO:1901342),,1.0
Regulation Of Vasoconstriction (GO:0019229),,1.0
Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911),5.0,5.0
Regulation Of Very-Low-Density Lipoprotein Particle Remodeling (GO:0010901),1.0,5.0
Regulation Of Vesicle Size (GO:0097494),1.0,3.0
Regulation Of Vesicle-Mediated Transport (GO:0060627),5.0,7.0
Regulation Of Viral Genome Replication (GO:0045069),5.0,1.0
Regulation Of Viral Life Cycle (GO:1903900),1.0,1.0
Regulation Of Viral Transcription (GO:0046782),2.0,2.0
Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039531),,1.0
Regulation Of Vitamin D Biosynthetic Process (GO:0060556),2.0,2.0
Regulation Of Vitamin D Receptor Signaling Pathway (GO:0070562),3.0,3.0
Regulation Of Wnt Signaling Pathway (GO:0030111),2.0,3.0
Regulation Of Wound Healing (GO:0061041),3.0,6.0
"Regulation Of Wound Healing, Spreading Of Epidermal Cells (GO:1903689)",1.0,1.0
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),3.0,3.0
Regulation Of mRNA 3'-End Processing (GO:0031440),3.0,2.0
Regulation Of mRNA Binding (GO:1902415),3.0,1.0
Regulation Of mRNA Catabolic Process (GO:0061013),8.0,6.0
Regulation Of mRNA Export From Nucleus (GO:0010793),1.0,1.0
Regulation Of mRNA Metabolic Process (GO:1903311),3.0,2.0
Regulation Of mRNA Polyadenylation (GO:1900363),3.0,2.0
Regulation Of mRNA Processing (GO:0050684),3.0,2.0
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",5.0,4.0
Regulation Of mRNA Stability (GO:0043488),5.0,2.0
Regulation Of miRNA Transcription (GO:1902893),6.0,6.0
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),3.0,1.0
Regulation Of p38MAPK Cascade (GO:1900744),3.0,5.0
Regulation Of pre-miRNA Processing (GO:2000631),5.0,1.0
Regulation Of rRNA Processing (GO:2000232),5.0,1.0
Regulatory ncRNA Processing (GO:0070918),5.0,1.0
Release Of Cytochrome C From Mitochondria (GO:0001836),5.0,6.0
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),1.0,1.0
Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum (GO:1903514),1.0,2.0
Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0014808),,1.0
Removal Of Superoxide Radicals (GO:0019430),1.0,1.0
Renal Filtration (GO:0097205),,1.0
Renal System Development (GO:0072001),5.0,7.0
Renal Water Homeostasis (GO:0003091),,1.0
Replication Fork Processing (GO:0031297),5.0,5.0
Rescue Of Stalled Ribosome (GO:0072344),6.0,2.0
Resolution Of Meiotic Recombination Intermediates (GO:0000712),4.0,4.0
Resolution Of Recombination Intermediates (GO:0071139),5.0,5.0
Respiratory Chain Complex III Assembly (GO:0017062),4.0,1.0
Respiratory Chain Complex IV Assembly (GO:0008535),4.0,1.0
Respiratory Electron Transport Chain (GO:0022904),4.0,1.0
Respiratory System Development (GO:0060541),2.0,2.0
Response To Acidic pH (GO:0010447),2.0,2.0
Response To Amino Acid (GO:0043200),3.0,4.0
Response To Amino Acid Starvation (GO:1990928),2.0,3.0
Response To Amyloid-Beta (GO:1904645),2.0,4.0
Response To Angiotensin (GO:1990776),2.0,2.0
Response To BMP (GO:0071772),3.0,2.0
Response To Cadmium Ion (GO:0046686),,2.0
Response To Caffeine (GO:0031000),,1.0
Response To Calcium Ion (GO:0051592),6.0,6.0
Response To Chemokine (GO:1990868),3.0,3.0
Response To Cholesterol (GO:0070723),,1.0
Response To Cytokine (GO:0034097),4.0,7.0
Response To DNA Damage Checkpoint Signaling (GO:0072423),3.0,3.0
Response To Endoplasmic Reticulum Stress (GO:0034976),7.0,9.0
Response To Epidermal Growth Factor (GO:0070849),1.0,3.0
Response To Epinephrine (GO:0071871),2.0,2.0
Response To Estradiol (GO:0032355),4.0,6.0
Response To Estrogen (GO:0043627),5.0,6.0
Response To Exogenous dsRNA (GO:0043330),,1.0
Response To Fibroblast Growth Factor (GO:0071774),4.0,4.0
Response To Forskolin (GO:1904321),2.0,1.0
Response To Gamma Radiation (GO:0010332),5.0,5.0
Response To Glucose (GO:0009749),2.0,3.0
Response To Granulocyte Macrophage Colony-Stimulating Factor (GO:0097012),,1.0
Response To Hexose (GO:0009746),1.0,2.0
Response To Hydrogen Peroxide (GO:0042542),4.0,5.0
Response To Hydroxyurea (GO:0072710),5.0,5.0
Response To Increased Oxygen Levels (GO:0036296),4.0,4.0
Response To Insulin (GO:0032868),2.0,8.0
Response To Interferon-Alpha (GO:0035455),,1.0
Response To Interferon-Beta (GO:0035456),1.0,2.0
Response To Interleukin-1 (GO:0070555),2.0,2.0
Response To Ionizing Radiation (GO:0010212),7.0,7.0
Response To Laminar Fluid Shear Stress (GO:0034616),4.0,4.0
Response To Lead Ion (GO:0010288),2.0,2.0
Response To Leucine (GO:0043201),5.0,5.0
Response To Light Stimulus (GO:0009416),5.0,8.0
Response To Lipid (GO:0033993),5.0,7.0
Response To Lipopolysaccharide (GO:0032496),4.0,7.0
Response To Lipoteichoic Acid (GO:0070391),1.0,3.0
Response To Metal Ion (GO:0010038),6.0,6.0
Response To Misfolded Protein (GO:0051788),1.0,1.0
Response To Molecule Of Bacterial Origin (GO:0002237),3.0,6.0
Response To Muramyl Dipeptide (GO:0032495),4.0,5.0
Response To Muscle Stretch (GO:0035994),2.0,4.0
Response To Nerve Growth Factor (GO:1990089),,2.0
Response To Nutrient Levels (GO:0031667),4.0,5.0
Response To Organic Cyclic Compound (GO:0014070),2.0,3.0
Response To Organonitrogen Compound (GO:0010243),4.0,4.0
Response To Peptide (GO:1901652),1.0,3.0
Response To Peptide Hormone (GO:0043434),2.0,3.0
Response To Peptidoglycan (GO:0032494),1.0,1.0
Response To Platelet-Derived Growth Factor (GO:0036119),,2.0
Response To Purine-Containing Compound (GO:0014074),3.0,2.0
Response To Reactive Oxygen Species (GO:0000302),3.0,6.0
Response To Retinoic Acid (GO:0032526),7.0,6.0
Response To Steroid Hormone (GO:0048545),2.0,3.0
Response To Thyroid Hormone (GO:0097066),2.0,3.0
Response To Transforming Growth Factor Beta (GO:0071559),5.0,6.0
Response To Tumor Necrosis Factor (GO:0034612),4.0,5.0
Response To UV (GO:0009411),8.0,11.0
Response To UV-A (GO:0070141),,1.0
Response To UV-C (GO:0010225),3.0,3.0
Response To Unfolded Protein (GO:0006986),5.0,5.0
Response To X-ray (GO:0010165),5.0,5.0
Response To cGMP (GO:0070305),,1.0
Response To dsRNA (GO:0043331),1.0,2.0
Reticulophagy (GO:0061709),3.0,3.0
Retinal Metabolic Process (GO:0042574),2.0,1.0
Retinoic Acid Receptor Signaling Pathway (GO:0048384),5.0,8.0
Retrograde Axonal Transport (GO:0008090),7.0,8.0
"Retrograde Protein Transport, ER To Cytosol (GO:0030970)",4.0,6.0
"Retrograde Transport, Endosome To Golgi (GO:0042147)",4.0,4.0
"Retrograde Transport, Vesicle Recycling Within Golgi (GO:0000301)",4.0,4.0
"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",5.0,5.0
Reverse Cholesterol Transport (GO:0043691),,1.0
Rho Protein Signal Transduction (GO:0007266),1.0,3.0
Ribonucleoprotein Complex Biogenesis (GO:0022613),5.0,2.0
Ribonucleoside Bisphosphate Biosynthetic Process (GO:0034030),2.0,2.0
Ribonucleoside Bisphosphate Catabolic Process (GO:0034031),6.0,3.0
Ribosomal Large Subunit Assembly (GO:0000027),6.0,3.0
Ribosomal Large Subunit Biogenesis (GO:0042273),6.0,2.0
Ribosomal Large Subunit Export From Nucleus (GO:0000055),7.0,5.0
Ribosomal Small Subunit Assembly (GO:0000028),5.0,2.0
Ribosomal Small Subunit Biogenesis (GO:0042274),5.0,2.0
Ribosomal Small Subunit Export From Nucleus (GO:0000056),5.0,1.0
Ribosome Assembly (GO:0042255),14.0,8.0
Ribosome Biogenesis (GO:0042254),10.0,8.0
Ribosome Disassembly (GO:0032790),5.0,1.0
Ribosome-Associated Ubiquitin-Dependent Protein Catabolic Process (GO:1990116),5.0,1.0
Ruffle Assembly (GO:0097178),4.0,4.0
Ruffle Organization (GO:0031529),4.0,4.0
SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146),5.0,5.0
SMAD Protein Complex Assembly (GO:0007183),2.0,2.0
SMAD Protein Signal Transduction (GO:0060395),4.0,3.0
SNARE Complex Assembly (GO:0035493),4.0,4.0
SRP-dependent Cotranslational Protein Targeting To Membrane (GO:0006614),5.0,1.0
Sarcomere Organization (GO:0045214),3.0,4.0
Second-Messenger-Mediated Signaling (GO:0019932),1.0,1.0
Secondary Alcohol Biosynthetic Process (GO:1902653),4.0,3.0
Secondary Alcohol Metabolic Process (GO:1902652),2.0,5.0
Secondary Palate Development (GO:0062009),1.0,
Secretory Granule Organization (GO:0033363),3.0,3.0
Selective Autophagy (GO:0061912),8.0,9.0
Sensory Organ Development (GO:0007423),4.0,5.0
Sensory Organ Morphogenesis (GO:0090596),1.0,1.0
Sensory Perception (GO:0007600),1.0,
Sensory Perception Of Light Stimulus (GO:0050953),1.0,
Sensory Perception Of Pain (GO:0019233),2.0,1.0
Sensory Perception Of Taste (GO:0050909),1.0,
Serine Family Amino Acid Catabolic Process (GO:0009071),3.0,
Serine Transport (GO:0032329),1.0,2.0
Serotonin Transport (GO:0006837),3.0,1.0
Serotonin Uptake (GO:0051610),3.0,1.0
Short-Chain Fatty Acid Catabolic Process (GO:0019626),4.0,1.0
Sialylation (GO:0097503),1.0,
Signal Complex Assembly (GO:0007172),1.0,3.0
Signal Peptide Processing (GO:0006465),4.0,4.0
Signal Release From Synapse (GO:0099643),6.0,6.0
Signal Transduction By P53 Class Mediator (GO:0072331),4.0,4.0
Signal Transduction In Response To DNA Damage (GO:0042770),7.0,7.0
Single Strand Break Repair (GO:0000012),5.0,6.0
Sister Chromatid Segregation (GO:0000819),9.0,9.0
Skeletal Muscle Contraction (GO:0003009),1.0,1.0
Skeletal Muscle Organ Development (GO:0060538),1.0,1.0
Skeletal Muscle Tissue Development (GO:0007519),1.0,1.0
Skeletal Myofibril Assembly (GO:0014866),2.0,2.0
Skeletal System Development (GO:0001501),2.0,
Skin Development (GO:0043588),1.0,1.0
Small GTPase Mediated Signal Transduction (GO:0007264),6.0,10.0
Small Nucleolar Ribonucleoprotein Complex Assembly (GO:0000491),2.0,3.0
Smooth Muscle Cell Migration (GO:0014909),,2.0
Smooth Muscle Tissue Development (GO:0048745),1.0,1.0
Sodium Ion Export Across Plasma Membrane (GO:0036376),2.0,1.0
Sodium Ion Transmembrane Transport (GO:0035725),1.0,
Sodium Ion Transport (GO:0006814),2.0,1.0
Sodium-Dependent Phosphate Transport (GO:0044341),1.0,
Somatic Hypermutation Of Immunoglobulin Genes (GO:0016446),3.0,3.0
Somatic Recombination Of Immunoglobulin Gene Segments (GO:0016447),5.0,5.0
Somatic Recombination Of Immunoglobulin Genes Involved In Immune Response (GO:0002204),3.0,3.0
Spermatid Development (GO:0007286),,1.0
Sphingoid Biosynthetic Process (GO:0046520),3.0,1.0
Sphingolipid Biosynthetic Process (GO:0030148),8.0,4.0
Sphingolipid Metabolic Process (GO:0006665),5.0,1.0
Sphingomyelin Biosynthetic Process (GO:0006686),5.0,3.0
Sphingomyelin Metabolic Process (GO:0006684),4.0,2.0
Sphingosine Biosynthetic Process (GO:0046512),3.0,1.0
Sphingosine Metabolic Process (GO:0006670),3.0,1.0
Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376),,2.0
Spindle Assembly (GO:0051225),7.0,9.0
Spindle Assembly Checkpoint Signaling (GO:0071173),8.0,8.0
Spleen Development (GO:0048536),1.0,1.0
Spliceosomal Complex Assembly (GO:0000245),3.0,2.0
Spliceosomal snRNP Assembly (GO:0000387),4.0,4.0
Spliceosomal tri-snRNP Complex Assembly (GO:0000244),3.0,2.0
Sprouting Angiogenesis (GO:0002040),,3.0
Stem Cell Differentiation (GO:0048863),5.0,5.0
Steroid Biosynthetic Process (GO:0006694),1.0,1.0
Steroid Metabolic Process (GO:0008202),2.0,
Sterol Biosynthetic Process (GO:0016126),5.0,3.0
Sterol Homeostasis (GO:0055092),1.0,2.0
Sterol Metabolic Process (GO:0016125),3.0,5.0
Sterol Transport (GO:0015918),4.0,4.0
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223),1.0,3.0
Stress Fiber Assembly (GO:0043149),3.0,5.0
Stress Granule Assembly (GO:0034063),5.0,3.0
Stress-Activated MAPK Cascade (GO:0051403),5.0,8.0
Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),4.0,5.0
Stress-Induced Premature Senescence (GO:0090400),1.0,1.0
Striated Muscle Cell Development (GO:0055002),2.0,2.0
Striated Muscle Cell Differentiation (GO:0051146),1.0,1.0
Striated Muscle Contraction (GO:0006941),1.0,1.0
Striated Muscle Hypertrophy (GO:0014897),2.0,2.0
Substantia Nigra Development (GO:0021762),2.0,2.0
Substrate Adhesion-Dependent Cell Spreading (GO:0034446),1.0,3.0
Substrate-Dependent Cell Migration (GO:0006929),1.0,3.0
Subtelomeric Heterochromatin Formation (GO:0031509),4.0,4.0
Sulfation (GO:0051923),2.0,2.0
Sulfur Amino Acid Transport (GO:0000101),2.0,2.0
Sulfur Compound Biosynthetic Process (GO:0044272),1.0,
Sulfur Compound Catabolic Process (GO:0044273),8.0,5.0
Sulfur Compound Transport (GO:0072348),2.0,1.0
Superoxide Anion Generation (GO:0042554),1.0,3.0
Superoxide Metabolic Process (GO:0006801),1.0,3.0
Suppression Of Viral Release By Host (GO:0044790),2.0,3.0
Supramolecular Fiber Organization (GO:0097435),9.0,13.0
Sympathetic Nervous System Development (GO:0048485),2.0,2.0
Synapse Assembly (GO:0007416),1.0,2.0
Synapse Organization (GO:0050808),3.0,3.0
Synaptic Signaling (GO:0099536),,2.0
"Synaptic Transmission, Cholinergic (GO:0007271)",2.0,
"Synaptic Transmission, Dopaminergic (GO:0001963)",1.0,1.0
"Synaptic Transmission, GABAergic (GO:0051932)",1.0,
"Synaptic Transmission, Glutamatergic (GO:0035249)",1.0,
Synaptic Vesicle Cycle (GO:0099504),4.0,5.0
Synaptic Vesicle Endocytosis (GO:0048488),6.0,8.0
Synaptic Vesicle Exocytosis (GO:0016079),7.0,7.0
Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629),4.0,4.0
Synaptic Vesicle Localization (GO:0097479),3.0,4.0
Synaptic Vesicle Membrane Organization (GO:0048499),4.0,4.0
Synaptic Vesicle Recycling (GO:0036465),7.0,9.0
Synaptic Vesicle Transport (GO:0048489),5.0,6.0
Synaptic Vesicle Transport Along Microtubule (GO:0099517),2.0,4.0
Synaptic Vesicle Uncoating (GO:0016191),1.0,3.0
T Cell Activation (GO:0042110),1.0,4.0
T Cell Activation Involved In Immune Response (GO:0002286),1.0,2.0
T Cell Differentiation (GO:0030217),6.0,8.0
T Cell Homeostasis (GO:0043029),4.0,5.0
T Cell Mediated Immunity (GO:0002456),3.0,4.0
T Cell Migration (GO:0072678),,1.0
T Cell Receptor Signaling Pathway (GO:0050852),1.0,4.0
T-Circle Formation (GO:0090656),5.0,5.0
T-helper 17 Cell Differentiation (GO:0072539),,2.0
T-helper 17 Cell Lineage Commitment (GO:0072540),1.0,3.0
