pathway,pthwy_id,fold_enrichment,q-value,cohort
cell surface receptor signaling pathway,GO:0007166,1.6107258437355525,3.6277662519248275e-18,symptomatic
aromatic compound biosynthetic process,GO:0019438,1.6107023665048545,1.3506910819976094e-08,symptomatic
heterocycle catabolic process,GO:0046700,1.6088736327074316,0.0021328060632068747,symptomatic
regulation of cellular metabolic process,GO:0031323,1.6079286422200199,0.006066336431253163,asymptomatic
regulation of localization,GO:0032879,1.606870799103809,1.7084409049610447e-17,symptomatic
regulation of transmembrane transporter activity,GO:0022898,1.6065187239944523,0.033304608956252715,symptomatic
regulation of calcium ion transport,GO:0051924,1.604314994606257,0.0251222223487513,symptomatic
synapse organization,GO:0050808,1.6028758243935577,0.005089437360076149,symptomatic
regulation of macromolecule biosynthetic process,GO:0010556,1.6010493009167859,9.106620409192707e-52,symptomatic
immune response-activating cell surface receptor signaling pathway,GO:0002429,1.5993786407766992,0.02126032516777051,symptomatic
regulation of cellular metabolic process,GO:0031323,1.5983218990252772,2.5038113801941747e-67,symptomatic
vesicle organization,GO:0016050,1.5982163016482276,0.005190573419674188,symptomatic
nitrogen compound transport,GO:0071705,1.5962384994662735,2.121723498673211e-12,symptomatic
negative regulation of cellular process,GO:0048523,1.5960396039603961,0.04131227570264935,asymptomatic
regulation of gene expression,GO:0010468,1.595950001387529,2.6003478441364988e-49,symptomatic
positive regulation of cellular process,GO:0048522,1.5956653471039652,3.411043991295585e-61,symptomatic
negative regulation of protein localization,GO:1903828,1.5956242308218243,0.038608970588149466,symptomatic
eye development,GO:0001654,1.5932113709536526,0.002523106721894243,symptomatic
nucleobase-containing compound metabolic process,GO:0006139,1.592527492752956,1.34337431004003e-23,symptomatic
protein metabolic process,GO:0019538,1.5918280228981732,4.474440282829363e-32,symptomatic
protein localization to membrane,GO:0072657,1.5917382969513325,0.0006602528676785038,symptomatic
anterior/posterior pattern specification,GO:0009952,1.5902912621359224,0.042004088615658304,symptomatic
organic substance catabolic process,GO:1901575,1.5895965084172086,4.766989394697113e-13,symptomatic
immune response-regulating cell surface receptor signaling pathway,GO:0002768,1.5894884901711894,0.014785261726246387,symptomatic
regulation of macromolecule biosynthetic process,GO:0010556,1.5891762833267011,0.03147543228391076,asymptomatic
epidermis development,GO:0008544,1.5889780571300296,0.005401003052192578,symptomatic
regulation of transport,GO:0051049,1.5887457895779673,6.776003760729579e-13,symptomatic
regulation of biosynthetic process,GO:0009889,1.5870520231213874,0.0294490842703514,asymptomatic
regulation of cellular biosynthetic process,GO:0031326,1.5869004492102594,2.2300654594678658e-51,symptomatic
cellular nitrogen compound catabolic process,GO:0044270,1.5866851595006934,0.003744905539910697,symptomatic
sensory organ development,GO:0007423,1.585360714459374,0.00010238323829128843,symptomatic
regulation of protein secretion,GO:0050708,1.5842901630335224,0.020484837248120037,symptomatic
energy derivation by oxidation of organic compounds,GO:0015980,1.5842901630335224,0.020474412394558654,symptomatic
regulation of biosynthetic process,GO:0009889,1.5831999551041025,3.433003268402975e-51,symptomatic
regulation of response to stimulus,GO:0048583,1.5815051225661105,9.115456983678325e-36,symptomatic
organelle organization,GO:0006996,1.5805411704997228,3.4315809073448794e-26,symptomatic
regulation of metabolic process,GO:0019222,1.58041970049306,1.2760327261409051e-71,symptomatic
regulation of gene expression,GO:0010468,1.5797468354430382,0.04390417877116288,asymptomatic
organelle assembly,GO:0070925,1.578945231893373,1.3817958604823078e-06,symptomatic
negative regulation of cell activation,GO:0050866,1.5783341849770056,0.04932431009786777,symptomatic
generation of precursor metabolites and energy,GO:0006091,1.5770572155716844,0.0026741648066152266,symptomatic
visual system development,GO:0150063,1.5769954791373304,0.003524378628576418,symptomatic
cell development,GO:0048468,1.575280859916782,1.0535913593610395e-17,symptomatic
regulation of macromolecule metabolic process,GO:0060255,1.5721531576330183,0.008629795341015696,asymptomatic
positive regulation of biological process,GO:0048518,1.5710482622766289,5.3253777777068305e-64,symptomatic
cell junction organization,GO:0034330,1.5705543491915368,0.00044008020768337373,symptomatic
gene expression,GO:0010467,1.5690411695696742,1.6391486810868007e-19,symptomatic
positive regulation of biological process,GO:0048518,1.5675362318840582,0.008898255866041796,asymptomatic
cell junction assembly,GO:0034329,1.5673353404823922,0.020913495867921104,symptomatic
nervous system development,GO:0007399,1.567130181549439,6.3242937384043e-17,symptomatic
regionalization,GO:0003002,1.5656568019651422,0.0028626020016082124,symptomatic
cellular nitrogen compound metabolic process,GO:0034641,1.5596130678194318,2.872542203443784e-26,symptomatic
system development,GO:0048731,1.5588980336109606,9.601871692225129e-29,symptomatic
endocytosis,GO:0006897,1.5553729665997311,0.0006617137600444068,symptomatic
regulation of primary metabolic process,GO:0080090,1.5538954108858059,0.029613761262222548,asymptomatic
camera-type eye development,GO:0043010,1.5536486063263388,0.011391084693193105,symptomatic
sensory system development,GO:0048880,1.5532812614059421,0.005066824761854437,symptomatic
proteolysis,GO:0006508,1.5505527251754303,1.705064997460959e-08,symptomatic
catabolic process,GO:0009056,1.5473864558598092,9.135961917191612e-14,symptomatic
positive regulation of immune response,GO:0050778,1.5461068407202012,0.00013448122905309714,symptomatic
heterocycle metabolic process,GO:0046483,1.5449473820194572,9.486740288390544e-22,symptomatic
animal organ development,GO:0048513,1.5434923707391024,4.0526055027394865e-21,symptomatic
regulation of metabolic process,GO:0019222,1.5412105503887787,0.008796199636521602,asymptomatic
multicellular organism development,GO:0007275,1.5407737599561098,4.814823717437866e-31,symptomatic
macromolecule metabolic process,GO:0043170,1.5380002200280534,1.854244208163231e-49,symptomatic
regulation of transmembrane transport,GO:0034762,1.5378640776699029,0.0025901520667220056,symptomatic
pattern specification process,GO:0007389,1.5328817966407349,0.0031760278698132315,symptomatic
aromatic compound catabolic process,GO:0019439,1.5282283378348787,0.008521576294040333,symptomatic
regulation of monoatomic cation transmembrane transport,GO:1904062,1.5276457117053188,0.02609540044698973,symptomatic
cellular aromatic compound metabolic process,GO:0006725,1.5241470133621775,1.655316533403897e-20,symptomatic
homeostatic process,GO:0042592,1.5238834951456308,4.2324006287301265e-09,symptomatic
organic cyclic compound catabolic process,GO:1901361,1.521657079193288,0.005747042014383876,symptomatic
regulation of monoatomic ion transport,GO:0043269,1.5145631067961165,0.004199877258403397,symptomatic
macromolecule biosynthetic process,GO:0009059,1.510253374378404,2.276305189476605e-19,symptomatic
regulation of GTPase activity,GO:0043087,1.5094806802632434,0.03302594756834091,symptomatic
amide metabolic process,GO:0043603,1.509075559307725,4.842796922318533e-05,symptomatic
regulation of system process,GO:0044057,1.5067675613934892,0.0018686212536168708,symptomatic
organic cyclic compound biosynthetic process,GO:1901362,1.5037636133389616,7.667244439881229e-07,symptomatic
behavior,GO:0007610,1.5025808037360207,0.0006811180736174573,symptomatic
actin cytoskeleton organization,GO:0030036,1.4985037539269803,0.0024303617867262512,symptomatic
cellular component organization,GO:0016043,1.4969344091726555,1.68561595273513e-42,symptomatic
inflammatory response,GO:0006954,1.4967447173043973,0.0022049381153617514,symptomatic
biological process involved in interspecies interaction between organisms,GO:0044419,1.4958864133789773,5.057505144406665e-09,symptomatic
cellular component organization or biogenesis,GO:0071840,1.4946346448645886,1.9799972992886931e-44,symptomatic
regulation of endocytosis,GO:0030100,1.4924757281553398,0.048574119218794655,symptomatic
regulation of metal ion transport,GO:0010959,1.4876726913229739,0.019324702974032413,symptomatic
nitrogen compound metabolic process,GO:0006807,1.487128443610454,1.7922471212175193e-49,symptomatic
cellular developmental process,GO:0048869,1.486980415269559,5.349631328561411e-23,symptomatic
cell differentiation,GO:0030154,1.4854655889808217,9.239964587340712e-23,symptomatic
organonitrogen compound biosynthetic process,GO:1901566,1.484717304397487,1.529710026151989e-07,symptomatic
RNA processing,GO:0006396,1.4817504511186637,6.784041700452184e-05,symptomatic
regulation of secretion by cell,GO:1903530,1.4809061488673139,0.003038307852558184,symptomatic
cellular component biogenesis,GO:0044085,1.4802225695888487,1.2425011255982569e-15,symptomatic
protein-containing complex assembly,GO:0065003,1.4797400810335601,6.250209030003403e-07,symptomatic
organic cyclic compound metabolic process,GO:1901360,1.4780370653488946,5.186038347540732e-19,symptomatic
cellular component assembly,GO:0022607,1.4756365560236422,9.527581110584011e-14,symptomatic
actin filament-based process,GO:0030029,1.474305675756479,0.001973925626991561,symptomatic
regulation of biological quality,GO:0065008,1.4736289687745998,4.3131506501174464e-16,symptomatic
cytoskeleton organization,GO:0007010,1.4735311182454647,1.1539898980050859e-06,symptomatic
response to chemical,GO:0042221,1.4703282478039759,2.0019608071415145e-22,symptomatic
organonitrogen compound metabolic process,GO:1901564,1.4702059599304116,2.1654445380049227e-29,symptomatic
developmental process involved in reproduction,GO:0003006,1.4694291262135923,3.341453886562063e-05,symptomatic
regulation of body fluid levels,GO:0050878,1.4683560967582687,0.036634151201843365,symptomatic
intracellular chemical homeostasis,GO:0055082,1.4679611650485438,0.004058404907223082,symptomatic
organophosphate metabolic process,GO:0019637,1.464399233195226,6.483826496507376e-05,symptomatic
regulation of monoatomic ion transmembrane transport,GO:0034765,1.4614205416453756,0.04171985635533812,symptomatic
primary metabolic process,GO:0044238,1.4568073016867253,2.013292969220091e-49,symptomatic
cellular biosynthetic process,GO:0044249,1.4557200186841723,9.411023005434008e-22,symptomatic
chemical homeostasis,GO:0048878,1.4505050946301614,0.00020306410773680099,symptomatic
organic substance biosynthetic process,GO:1901576,1.4499916726264537,7.368966466155551e-22,symptomatic
response to biotic stimulus,GO:0009607,1.4480028806891916,7.099107178248919e-07,symptomatic
regulation of secretion,GO:0051046,1.4463834171011145,0.0033764564131724918,symptomatic
anatomical structure development,GO:0048856,1.444669102976468,8.602526909877731e-31,symptomatic
vesicle-mediated transport,GO:0016192,1.4434546613187391,3.7308703064699235e-06,symptomatic
protein maturation,GO:0051604,1.44252900781435,0.014162032402670145,symptomatic
cellular metabolic process,GO:0044237,1.4395903445270322,1.167644691511586e-40,symptomatic
organic substance transport,GO:0071702,1.4392314339450007,5.395472690930217e-09,symptomatic
cellular homeostasis,GO:0019725,1.4363921077356718,0.002923224547476747,symptomatic
biosynthetic process,GO:0009058,1.4361950257223532,6.87443722000915e-21,symptomatic
response to external stimulus,GO:0009605,1.4361232882520032,7.553299306550438e-11,symptomatic
microtubule-based process,GO:0007017,1.4314827033650674,0.0008762844242627074,symptomatic
developmental process,GO:0032502,1.4300072574464957,6.474903891101784e-33,symptomatic
multicellular organismal reproductive process,GO:0048609,1.4233243654228565,0.0004985763702485127,symptomatic
response to other organism,GO:0051707,1.4104505922189594,1.0218955191621015e-05,symptomatic
response to external biotic stimulus,GO:0043207,1.407395464582384,1.3003664386727668e-05,symptomatic
organic substance metabolic process,GO:0071704,1.4019025836443602,3.8717547237007466e-43,symptomatic
supramolecular fiber organization,GO:0097435,1.3971277644056024,0.014756751953506099,symptomatic
regulation of vesicle-mediated transport,GO:0060627,1.3956841912438174,0.02443793222284221,symptomatic
metabolic process,GO:0008152,1.3956227329750304,4.0148280894589183e-47,symptomatic
plasma membrane bounded cell projection organization,GO:0120036,1.3921926966103404,0.00020633014038457743,symptomatic
cellular catabolic process,GO:0044248,1.3863871830937595,0.000327155758607582,symptomatic
import into cell,GO:0098657,1.3840776699029125,0.008419999843656456,symptomatic
localization,GO:0051179,1.3835993295988163,5.899423985359388e-19,symptomatic
lipid biosynthetic process,GO:0008610,1.375916533835676,0.022458441433488647,symptomatic
multicellular organism reproduction,GO:0032504,1.3758992478006014,0.0016844634298250432,symptomatic
ncRNA metabolic process,GO:0034660,1.3665103087160466,0.04426231102566423,symptomatic
cellular response to stimulus,GO:0051716,1.3657845286564358,1.4332051167871495e-28,symptomatic
gamete generation,GO:0007276,1.362543761504313,0.007387797490321029,symptomatic
endomembrane system organization,GO:0010256,1.361478233636079,0.03572054948247189,symptomatic
